scientificName,className,orderName,familyName,redlistCategory,systems,realm,url
Prolagus sardus,MAMMALIA,LAGOMORPHA,PROLAGIDAE,Extinct,Terrestrial,Palearctic,https://www.iucnredlist.org/species/18338/1737167
Bos primigenius,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Extinct,Terrestrial,Palearctic,https://www.iucnredlist.org/species/136721/4332142
Pennatomys nivalis,MAMMALIA,RODENTIA,CRICETIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/199838/9129524
Palaeopropithecus ingens,MAMMALIA,PRIMATES,PALAEOPROPITHECIDAE,Extinct,Terrestrial,Afrotropical,https://www.iucnredlist.org/species/136532/17971784
Xenothrix mcgregori,MAMMALIA,PRIMATES,PITHECIIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/136515/17976302
Thylacinus cynocephalus,MAMMALIA,DASYUROMORPHIA,THYLACINIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/21866/21949291
Lagorchestes leporides,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/11163/21954274
Lagorchestes asomatus,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/11160/21954573
Onychogalea lunata,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/15331/21957917
Potorous platyops,MAMMALIA,DIPROTODONTIA,POTOROIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/18103/21960570
Bettongia pusilla,MAMMALIA,DIPROTODONTIA,POTOROIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/136805/21960843
Caloprymnus campestris,MAMMALIA,DIPROTODONTIA,POTOROIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/3626/21961545
Chaeropus ecaudatus,MAMMALIA,PERAMELEMORPHIA,CHAEROPODIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/4322/21965168
Perameles eremiana,MAMMALIA,PERAMELEMORPHIA,PERAMELIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/16570/21965953
Macrotis leucura,MAMMALIA,PERAMELEMORPHIA,THYLACOMYIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/12651/21967376
Nyctophilus howensis,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/15006/22009211
Pteropus brunneus,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/18718/22078015
Pteropus pilosus,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/18749/22086230
Pteropus subniger,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Extinct,Terrestrial,Afrotropical,https://www.iucnredlist.org/species/18761/22088168
Pteropus tokudae,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/18763/22088402
Pipistrellus sturdeei,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Extinct,Terrestrial,Palearctic,https://www.iucnredlist.org/species/17365/22123157
Cryptonanus ignitus,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/41320/22177809
Geocapromys thoracatus,MAMMALIA,RODENTIA,CAPROMYIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/9003/22186735
Geocapromys columbianus,MAMMALIA,RODENTIA,CAPROMYIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/9004/22186798
Isolobodon portoricensis,MAMMALIA,RODENTIA,CAPROMYIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/10860/22186876
Isolobodon montanus,MAMMALIA,RODENTIA,CAPROMYIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/10859/22186956
Hexolobodon phenax,MAMMALIA,RODENTIA,CAPROMYIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/10034/22187167
Plagiodontia ipnaeum,MAMMALIA,RODENTIA,CAPROMYIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/17462/22187847
Brotomys voratus,MAMMALIA,RODENTIA,ECHIMYIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/3121/22205792
Heteropsomys insulans,MAMMALIA,RODENTIA,ECHIMYIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/10025/22205961
Boromys offella,MAMMALIA,RODENTIA,ECHIMYIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/2885/22206052
Boromys torrei,MAMMALIA,RODENTIA,ECHIMYIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/2886/22206099
Nesophontes edithae,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/41313/22281466
Nesophontes zamicrus,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/14676/22281556
Nesophontes micrus,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/14673/22281612
Nesophontes paramicrus,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/14674/22281668
Nesophontes hypomicrus,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/14672/22281724
Nesophontes major,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/136381/22281785
Solenodon marcanoi,MAMMALIA,EULIPOTYPHLA,SOLENODONTIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/20322/22327069
Megaoryzomys curioi,MAMMALIA,RODENTIA,CRICETIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/136657/22330270
Noronhomys vespuccii,MAMMALIA,RODENTIA,CRICETIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/136692/22333193
Oligoryzomys victus,MAMMALIA,RODENTIA,CRICETIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/15255/22357957
Peromyscus pembertoni,MAMMALIA,RODENTIA,CRICETIDAE,Extinct,Terrestrial,Nearctic,https://www.iucnredlist.org/species/16645/22361389
Megalomys desmarestii,MAMMALIA,RODENTIA,CRICETIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/12980/22377057
Megalomys luciae,MAMMALIA,RODENTIA,CRICETIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/12981/22377126
Oryzomys antillarum,MAMMALIA,RODENTIA,CRICETIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/136540/22388029
Oryzomys nelsoni,MAMMALIA,RODENTIA,CRICETIDAE,Extinct,Terrestrial,Nearctic,https://www.iucnredlist.org/species/15583/22388135
Nesoryzomys darwini,MAMMALIA,RODENTIA,CRICETIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/14706/22390382
Nesoryzomys indefessus,MAMMALIA,RODENTIA,CRICETIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/14708/22390443
Pseudomys gouldii,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/18551/22398682
Pseudomys glaucus,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/18564/22399634
Notomys macrotis,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/14865/22401041
Notomys mordax,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/14866/22401111
Notomys amplus,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/14861/22401450
Notomys longicaudatus,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/14864/22401520
Coryphomys buehleri,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/5414/22416034
Rattus macleari,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Indomalayan,https://www.iucnredlist.org/species/19344/22440729
Rattus nativitatis,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Indomalayan,https://www.iucnredlist.org/species/19351/22443478
Conilurus albipes,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/5223/22450334
Leporillus apicalis,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/11633/22457421
Hydrodamalis gigas,MAMMALIA,SIRENIA,DUGONGIDAE,Extinct,Marine,Nearctic|Palearctic,https://www.iucnredlist.org/species/10303/43792683
Sus bucculentus,MAMMALIA,CETARTIODACTYLA,SUIDAE,Extinct,Terrestrial,Indomalayan,https://www.iucnredlist.org/species/21178/44140209
Neovison macrodon,MAMMALIA,CARNIVORA,MUSTELIDAE,Extinct,Terrestrial|Marine,Nearctic,https://www.iucnredlist.org/species/40784/45204492
Cryptoprocta spelea,MAMMALIA,CARNIVORA,EUPLERIDAE,Extinct,Terrestrial,Afrotropical,https://www.iucnredlist.org/species/136456/45221489
Neomonachus tropicalis,MAMMALIA,CARNIVORA,PHOCIDAE,Extinct,Terrestrial|Marine,Nearctic|Neotropical,https://www.iucnredlist.org/species/13655/45228171
Notomys robustus,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/45958541/45973101
Gazella saudiya,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Extinct,Terrestrial,Palearctic,https://www.iucnredlist.org/species/8980/50187890
Gazella bilkis,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Extinct,Terrestrial,Palearctic,https://www.iucnredlist.org/species/8987/50188129
Hippotragus leucophaeus,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Extinct,Terrestrial,Afrotropical,https://www.iucnredlist.org/species/10168/50188573
Bettongia anhydra,MAMMALIA,DIPROTODONTIA,POTOROIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/71510353/71510399
Conilurus capricornensis,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/75927841/75927844
Pseudomys auritus,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/75927882/75927900
Lagostomus crassus,MAMMALIA,RODENTIA,CHINCHILLIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/136452/78324250
Rucervus schomburgki,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Extinct,Terrestrial|Freshwater (=Inland waters),Indomalayan,https://www.iucnredlist.org/species/4288/79818502
Dusicyon australis,MAMMALIA,CARNIVORA,CANIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/6923/82310440
Dusicyon avus,MAMMALIA,CARNIVORA,CANIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/82337482/82337485
Pteropus allenorum,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/84882966/84882990
Hippopotamus madagascariensis,MAMMALIA,CETARTIODACTYLA,HIPPOPOTAMIDAE,Extinct,Terrestrial|Freshwater (=Inland waters),Afrotropical,https://www.iucnredlist.org/species/40783/90128828
Hippopotamus lemerlei,MAMMALIA,CETARTIODACTYLA,HIPPOPOTAMIDAE,Extinct,Terrestrial|Freshwater (=Inland waters),Afrotropical,https://www.iucnredlist.org/species/40782/90128915
Pteropus coxi,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/84931267/95642285
Zalophus japonicus,MAMMALIA,CARNIVORA,OTARIIDAE,Extinct,Terrestrial|Marine,Palearctic,https://www.iucnredlist.org/species/41667/113089431
Macropus greyi,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/12625/128952836
Juscelinomys candango,MAMMALIA,RODENTIA,CRICETIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/10946/160756258
Melomys rubicola,MAMMALIA,RODENTIA,MURIDAE,Extinct,Terrestrial,Australasian,https://www.iucnredlist.org/species/13132/195439637
Pipistrellus murrayi,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Extinct,Terrestrial,Indomalayan,https://www.iucnredlist.org/species/136769/209549918
Xenicus longipes,AVES,PASSERIFORMES,ACANTHISITTIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22698580/93690852
Traversia lyalli,AVES,PASSERIFORMES,ACANTHISITTIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22698593/93691279
Moho braccatus,AVES,PASSERIFORMES,MOHOIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22704323/93963628
Moho bishopi,AVES,PASSERIFORMES,MOHOIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22704335/93963979
Moho nobilis,AVES,PASSERIFORMES,MOHOIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22704342/93964244
Chaetoptila angustipluma,AVES,PASSERIFORMES,MOHOIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22704348/93964400
Gerygone insularis,AVES,PASSERIFORMES,ACANTHIZIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22704724/93982219
Turnagra capensis,AVES,PASSERIFORMES,ORIOLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22705595/94026176
Myiagra freycineti,AVES,PASSERIFORMES,MONARCHIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22707354/94119161
Zoothera terrestris,AVES,PASSERIFORMES,TURDIDAE,Extinct,Terrestrial,Palearctic,https://www.iucnredlist.org/species/22708535/94163698
Myadestes myadestinus,AVES,PASSERIFORMES,TURDIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22708559/94165256
Aplonis corvina,AVES,PASSERIFORMES,STURNIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22710496/94248268
Aplonis mavornata,AVES,PASSERIFORMES,STURNIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22710499/94248417
Aplonis fusca,AVES,PASSERIFORMES,STURNIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22710511/94249210
Necropsar rodericanus,AVES,PASSERIFORMES,STURNIDAE,Extinct,Terrestrial,Afrotropical,https://www.iucnredlist.org/species/22710836/94263302
Fregilupus varius,AVES,PASSERIFORMES,STURNIDAE,Extinct,Terrestrial,Afrotropical,https://www.iucnredlist.org/species/22710840/94263439
Zosterops strenuus,AVES,PASSERIFORMES,ZOSTEROPIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22714223/94406811
Nesillas aldabrana,AVES,PASSERIFORMES,ACROCEPHALIDAE,Extinct,Terrestrial,Afrotropical,https://www.iucnredlist.org/species/22714587/94421643
Rhodacanthis flaviceps,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22720745/94681389
Rhodacanthis palmeri,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22720749/94681538
Viridonia sagittirostris,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22720784/94682950
Ciridops anna,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22720840/94686158
Drepanis pacifica,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22720848/94686625
Drepanis funerea,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22720852/94686803
Quiscalus palustris,AVES,PASSERIFORMES,ICTERIDAE,Extinct,Terrestrial|Freshwater (=Inland waters),Nearctic|Neotropical,https://www.iucnredlist.org/species/22724314/94859972
Anthornis melanocephala,AVES,PASSERIFORMES,MELIPHAGIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22728814/94997726
Turnagra tanagra,AVES,PASSERIFORMES,ORIOLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22728820/94997902
Chloridops kona,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22728825/94998118
Poodytes rufescens,AVES,PASSERIFORMES,LOCUSTELLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22728902/95000164
Pomarea fluxa,AVES,PASSERIFORMES,MONARCHIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22732926/95051671
Pomarea nukuhivae,AVES,PASSERIFORMES,MONARCHIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22732936/95052074
Myadestes woahensis,AVES,PASSERIFORMES,TURDIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22708564/111775767
Moho apicalis,AVES,PASSERIFORMES,MOHOIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22704329/111776064
Dysmorodrepanis munroi,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22720738/111776369
Carpodacus ferreorostris,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Palearctic,https://www.iucnredlist.org/species/22720622/111776645
Loxops wolstenholmei,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/103824105/117232993
Acrocephalus musae,AVES,PASSERIFORMES,ACROCEPHALIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22735592/117345149
Zosterops conspicillatus,AVES,PASSERIFORMES,ZOSTEROPIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/103889155/117351603
Paroreomyza flammea,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22720823/119118273
Pomarea pomarea,AVES,PASSERIFORMES,MONARCHIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22724444/119193265
Pyrocephalus dubius,AVES,PASSERIFORMES,TYRANNIDAE,Extinct,Terrestrial,Neotropical,https://www.iucnredlist.org/species/103682916/119211257
Aplonis ulietensis,AVES,PASSERIFORMES,STURNIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22734867/119212332
Heteralocha acutirostris,AVES,PASSERIFORMES,CALLAEIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22708091/119257859
Acrocephalus luscinius,AVES,PASSERIFORMES,ACROCEPHALIDAE,Extinct,Terrestrial|Freshwater (=Inland waters),Oceanian,https://www.iucnredlist.org/species/103780078/119548168
Acrocephalus nijoi,AVES,PASSERIFORMES,ACROCEPHALIDAE,Extinct,Terrestrial|Freshwater (=Inland waters),Oceanian,https://www.iucnredlist.org/species/103780109/119548740
Acrocephalus yamashinae,AVES,PASSERIFORMES,ACROCEPHALIDAE,Extinct,Terrestrial|Freshwater (=Inland waters),Oceanian,https://www.iucnredlist.org/species/103780103/119549229
Akialoa ellisiana,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/103823212/119549725
Akialoa lanaiensis,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/103823431/119549974
Akialoa obscura,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/22728910/119550231
Akialoa stejnegeri,AVES,PASSERIFORMES,FRINGILLIDAE,Extinct,Terrestrial,Oceanian,https://www.iucnredlist.org/species/103823250/119550506
Foudia delloni,AVES,PASSERIFORMES,PLOCEIDAE,Extinct,Terrestrial,Afrotropical,https://www.iucnredlist.org/species/103811601/119552278
